Protein.IDs	Fasta.headers	Razor...unique.peptides.Prn1_1	Razor...unique.peptides.Prn1_2	Razor...unique.peptides.Prn1_3	Razor...unique.peptides.Prn1_4	Razor...unique.peptides.Prn1_H2O2_1	Razor...unique.peptides.Prn1_H2O2_2	Razor...unique.peptides.Prn1_H2O2_3	Razor...unique.peptides.Prn1_H2O2_4	Razor...unique.peptides.WT_H2O2_1	Razor...unique.peptides.WT_H2O2_2	Razor...unique.peptides.WT_H2O2_3	Razor...unique.peptides.WT_H2O2_4	Razor...unique.peptides.WT1	Razor...unique.peptides.WT2	Razor...unique.peptides.WT3	Razor...unique.peptides.WT4	Unique.peptides.Prn1_1	Unique.peptides.Prn1_2	Unique.peptides.Prn1_3	Unique.peptides.Prn1_4	Unique.peptides.Prn1_H2O2_1	Unique.peptides.Prn1_H2O2_2	Unique.peptides.Prn1_H2O2_3	Unique.peptides.Prn1_H2O2_4	Unique.peptides.WT_H2O2_1	Unique.peptides.WT_H2O2_2	Unique.peptides.WT_H2O2_3	Unique.peptides.WT_H2O2_4	Unique.peptides.WT1	Unique.peptides.WT2	Unique.peptides.WT3	Unique.peptides.WT4	Intensity.Prn1_1	Intensity.Prn1_2	Intensity.Prn1_3	Intensity.Prn1_4	Intensity.Prn1_H2O2_1	Intensity.Prn1_H2O2_2	Intensity.Prn1_H2O2_3	Intensity.Prn1_H2O2_4	Intensity.WT_H2O2_1	Intensity.WT_H2O2_2	Intensity.WT_H2O2_3	Intensity.WT_H2O2_4	Intensity.WT1	Intensity.WT2	Intensity.WT3	Intensity.WT4	Only.identified.by.site	Reverse	Potential.contaminant
orf19.1162	orf19.1162 orf19.1162 CGDID:CAL0002070 COORDS:Ca21chr1_C_albicans_SC5314:2541437-2541814W, translated using codon table 12 (125 amino acids) Uncharacterized ORF; Protein of unknown function; transcript upregulated by benomyl treatment	2	3	5	3	3	3	1	2	2	4	2	1	4	4	2	5	2	3	5	3	3	3	1	2	2	4	2	1	4	4	2	5	70002000	67501000	99650000	68668000	40352000	44867000	9254900	42680000	26601000	11854000	39130000	16520000	85374000	74578000	62712000	146930000			
orf19.1164	orf19.1164 GAR1 CGDID:CAL0002072 COORDS:Ca21chr1_C_albicans_SC5314:2538599-2539159W, translated using codon table 12 (186 amino acids) Verified ORF; Putative H/ACA snoRNP pseudouridylase complex protein; mutation confers hypersensitivity to tubercidin (7-d	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	45367000	68902000	0	0	0	0	0	0	0	0	0	0	0	0			
orf19.1166	orf19.1166 CTA3 CGDID:CAL0002073 COORDS:Ca21chr1_C_albicans_SC5314:2538201-2534209C, translated using codon table 12 (1296 amino acids) Verified ORF; Protein similar to <i>S. cerevisiae</i> Ede1p, which is involved in endocytosis; activates transcription i	18	18	10	12	15	15	17	17	16	18	18	16	20	19	13	11	18	18	10	12	15	15	17	17	16	18	18	16	20	19	13	11	369840000	319730000	163950000	119700000	247630000	265480000	247580000	268830000	290080000	312740000	259890000	284800000	388570000	384210000	148660000	164370000			
orf19.117	orf19.117 orf19.117 CGDID:CAL0002999 COORDS:Ca21chr6_C_albicans_SC5314:214611-216203W, translated using codon table 12 (530 amino acids) Uncharacterized ORF; Protein of unknown function	5	5	4	2	7	4	4	3	3	4	4	4	6	5	5	5	5	5	4	2	7	4	4	3	3	4	4	4	6	5	5	5	50401000	52221000	44902000	19352000	81837000	77067000	35421000	44523000	39530000	80023000	36265000	45172000	85514000	61308000	49357000	69862000			
orf19.1180	orf19.1180 orf19.1180 CGDID:CAL0002124 COORDS:Ca21chr6_C_albicans_SC5314:23430-24677W, translated using codon table 12 (415 amino acids) Uncharacterized ORF; Putative 2-aminoadipate transaminase; rat catheter and Spider biofilm repressed	3	2	2	3	2	4	2	4	3	2	3	2	2	2	3	2	3	2	2	3	2	4	2	4	3	2	3	2	2	2	3	2	47419000	36509000	34136000	35106000	47780000	62958000	24218000	34879000	70740000	40981000	38273000	37568000	30336000	32628000	36639000	29715000			
orf19.1198	orf19.1198 orf19.1198 CGDID:CAL0002163 COORDS:Ca21chr6_C_albicans_SC5314:64239-63694C, translated using codon table 12 (181 amino acids) Uncharacterized ORF; Predicted mitochondrial intermembrane space protein of unknown function; possibly an essential gen	3	2	2	2	2	1	1	2	2	1	1	2	1	1	2	2	3	2	2	2	2	1	1	2	2	1	1	2	1	1	2	2	29851000	30639000	40705000	35048000	27978000	18240000	9958100	40608000	29898000	19748000	11734000	24375000	18968000	16246000	29981000	27717000			
orf19.1199	orf19.1199 NOP5 CGDID:CAL0002164 COORDS:Ca21chr6_C_albicans_SC5314:66035-64485C, translated using codon table 12 (516 amino acids) Verified ORF; Ortholog of S. cerevisiae Nop58; involved in pre-rRNA process; Tn mutation affects filamentous growth; macropha	2	2	4	4	2	2	5	5	3	2	5	7	2	2	3	3	2	2	4	4	2	2	5	5	3	2	5	7	2	2	3	3	14110000	25150000	51240000	43142000	46536000	42466000	67229000	58185000	37668000	41384000	45060000	68150000	44526000	33688000	15790000	21859000			
orf19.1212	orf19.1212 orf19.1212 CGDID:CAL0002790 COORDS:Ca21chr6_C_albicans_SC5314:890242-891648W, translated using codon table 12 (369 amino acids) Uncharacterized ORF; Protein of unknown function	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	30329000	41685000	28151000	19039000	21640000	14033000	59761000	40514000	14158000	19442000	34178000	47410000	38730000	40317000	18081000	20357000			
orf19.1214	orf19.1214 orf19.1214 CGDID:CAL0002793 COORDS:Ca21chr6_C_albicans_SC5314:886677-888020W, translated using codon table 12 (447 amino acids) Uncharacterized ORF; Protein of unknown function	3	3	6	6	0	0	0	3	0	2	2	4	4	2	5	6	3	3	6	6	0	0	0	3	0	2	2	4	4	2	5	6	40467000	27814000	120860000	210590000	0	0	0	47078000	0	18473000	7485000	18324000	38269000	24438000	89240000	119970000			
orf19.1228	orf19.1228 HAP2 CGDID:CAL0002841 COORDS:Ca21chr1_C_albicans_SC5314:1668206-1669300W, translated using codon table 12 (364 amino acids) Verified ORF; CCAAT-binding transcription factor; regulates low-iron induction of FRP1; in these conditions CBF comprises	0	0	1	1	0	1	0	1	1	2	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	2	1	1	0	0	1	1	0	0	18554000	18999000	0	14088000	0	21950000	1296900	19046000	18707000	3510800	0	0	14884000	19309000			
orf19.1233	orf19.1233 ADE4 CGDID:CAL0002876 COORDS:Ca21chr1_C_albicans_SC5314:1678759-1677134C, translated using codon table 12 (541 amino acids) Uncharacterized ORF; Putative phosphoribosylpyrophosphate amidotransferase; flucytosine induced	5	5	2	1	3	4	0	0	4	5	0	0	2	4	0	0	5	5	2	1	3	4	0	0	4	5	0	0	2	4	0	0	14569000	64069000	6291000	2842900	47944000	29509000	0	0	17035000	42759000	0	0	17405000	0	0	0			
orf19.1236	orf19.1236 GVP36 CGDID:CAL0002882 COORDS:Ca21chr4_C_albicans_SC5314:1213108-1212143C, translated using codon table 12 (321 amino acids) Uncharacterized ORF; BAR domain protein; ocalizes to early and late Golgi vesicles; predicted role in adaptation to vary	13	12	4	1	13	13	8	5	9	12	5	7	13	10	3	5	13	12	4	1	13	13	8	5	9	12	5	7	13	10	3	5	302390000	280410000	56726000	18457000	321500000	404590000	165420000	67046000	186500000	428200000	87217000	102480000	446750000	278320000	27795000	56730000			
orf19.1237	orf19.1237 ARO9 CGDID:CAL0002883 COORDS:Ca21chr4_C_albicans_SC5314:1215124-1213553C, translated using codon table 12 (523 amino acids) Uncharacterized ORF; Aromatic transaminase; Ehrlich fusel oil pathway of aromatic alcohol biosynthesis; Rim101-dependent 	0	0	0	1	16	12	1	5	18	12	8	3	1	0	0	0	0	0	0	1	16	12	1	5	18	12	8	3	1	0	0	0	0	0	0	21163000	525510000	480440000	15987000	94896000	595150000	412930000	235550000	28471000	3763500	0	0	0			
orf19.124	orf19.124 CIC1 CGDID:CAL0003033 COORDS:Ca21chr6_C_albicans_SC5314:228119-229216W, translated using codon table 12 (365 amino acids) Uncharacterized ORF; Putative proteasome-interacting protein; rat catheter biofilm induced	1	1	6	6	1	1	4	5	0	0	4	5	1	0	5	4	1	1	6	6	1	1	4	5	0	0	4	5	1	0	5	4	2779300	2403300	194650000	185770000	5624400	8088200	49740000	79145000	0	0	72605000	120270000	3247100	0	121480000	97925000			
orf19.1246	orf19.1246 orf19.1246 CGDID:CAL0002917 COORDS:Ca21chr4_C_albicans_SC5314:1237024-1233893C, translated using codon table 12 (1043 amino acids) Uncharacterized ORF; Putative eisosome component role in proper eisosome assembly; upregulated in cyr1 null mutant	9	7	9	5	10	7	12	8	7	12	12	12	15	11	9	12	9	7	9	5	10	7	12	8	7	12	12	12	15	11	9	12	81773000	70577000	123530000	46509000	110100000	79803000	73448000	90354000	51328000	145030000	111100000	104060000	215190000	130020000	82301000	145860000			
orf19.1248	orf19.1248 orf19.1248 CGDID:CAL0002919 COORDS:Ca21chr4_C_albicans_SC5314:1238180-1239136W, translated using codon table 12 (318 amino acids) Verified ORF; Putative RNA polymerase II subunit B44; heterozygous null mutant exhibits resistance to parnafungin i	3	3	2	2	3	3	1	1	3	4	2	3	3	3	3	6	3	3	2	2	3	3	1	1	3	4	2	3	3	3	3	6	47082000	61685000	71727000	78333000	23322000	26032000	3375600	10488000	42394000	73183000	27888000	36068000	24310000	44024000	47189000	116310000			
orf19.1249	orf19.1249 orf19.1249 CGDID:CAL0002920 COORDS:Ca21chr4_C_albicans_SC5314:1240045-1239206C, translated using codon table 12 (279 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	2058200	0	2826000	0	1968800	1620300	0	0	2014300	0	0	0	3031000			
orf19.125	orf19.125 EBP1 CGDID:CAL0003035 COORDS:Ca21chr6_C_albicans_SC5314:230692-229469C, translated using codon table 12 (407 amino acids) Verified ORF; NADPH oxidoreductase; interacts with phenolic substrates (17beta-estradiol); possible role in estrogen respons	13	13	10	13	18	18	13	16	18	19	17	16	7	12	9	9	10	9	6	9	14	14	9	12	14	15	13	12	4	9	6	6	746060000	702930000	530490000	586930000	7395199999.999999	8038099999.999999	890050000	3619199999.9999995	7090699999.999999	5935299999.999999	3751899999.9999995	1892099999.9999998	481340000	618660000	373590000	416110000			
orf19.1253	orf19.1253 PHO4 CGDID:CAL0002952 COORDS:Ca21chr4_C_albicans_SC5314:1249554-1251533W, translated using codon table 12 (659 amino acids) Verified ORF; bHLH transcription factor of the myc-family; required for growth in medium lacking phosphate and for resist	0	0	5	1	0	0	3	1	0	0	0	3	1	2	1	4	0	0	5	1	0	0	3	1	0	0	0	3	1	2	1	4	0	0	54556000	4729300	0	0	21930000	6826300	0	0	0	22117000	1378300	11101000	4888700	36714000			
orf19.1254	orf19.1254 SEC23 CGDID:CAL0002954 COORDS:Ca21chr4_C_albicans_SC5314:1252053-1254341W, translated using codon table 12 (762 amino acids) Uncharacterized ORF; Putative GTPase-activating protein; regulated upon yeast-hypha switch; Spider biofilm repressed	1	0	1	1	2	0	0	2	0	1	1	0	2	2	2	2	1	0	1	1	2	0	0	2	0	1	1	0	2	2	2	2	3331800	0	51941000	55647000	6761400	0	0	19243000	0	3036600	24630000	0	37759000	34557000	29875000	37731000			
orf19.1267	orf19.1267 orf19.1267 CGDID:CAL0002990 COORDS:Ca21chr4_C_albicans_SC5314:1288486-1289871W, translated using codon table 12 (461 amino acids) Uncharacterized ORF; Protein of unknown function	1	0	0	0	2	1	0	0	2	1	0	1	1	0	0	0	1	0	0	0	2	1	0	0	2	1	0	1	1	0	0	0	13524000	0	0	0	15745000	11111000	0	0	11762000	2661200	0	17868000	16234000	0	0	0			
orf19.1267.1	orf19.1267.1 orf19.1267.1 CGDID:CAF0006921 COORDS:Ca21chr4_C_albicans_SC5314:1290223-1290489W, translated using codon table 12 (88 amino acids) Uncharacterized ORF; Protein of unknown function	1	3	2	3	3	2	1	3	2	3	3	3	1	2	2	1	1	3	2	3	3	2	1	3	2	3	3	3	1	2	2	1	15087000	83790000	85817000	76522000	105280000	49418000	24322000	48456000	30081000	123220000	64423000	89807000	32162000	52450000	68937000	9232100			
orf19.1272	orf19.1272 orf19.1272 CGDID:CAL0003017 COORDS:Ca21chr4_C_albicans_SC5314:1295087-1293849C, translated using codon table 12 (412 amino acids) Uncharacterized ORF; Protein of unknown function; may play a role in regulation of cell size; rat catheter biofilm 	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5806900	0	0	0	0	0	0	0	0	0	0	0	10375000			
orf19.1273	orf19.1273 orf19.1273 CGDID:CAL0003018 COORDS:Ca21chr4_C_albicans_SC5314:1295913-1296305W, translated using codon table 12 (130 amino acids) Uncharacterized ORF; Protein of unknown function	6	5	6	4	6	6	4	7	6	5	6	4	6	7	5	6	6	5	6	4	6	6	4	7	6	5	6	4	6	7	5	6	310840000	215930000	363280000	118010000	345750000	374130000	165330000	462860000	315210000	230990000	244660000	218750000	417520000	554830000	233240000	326050000			
orf19.1277	orf19.1277 orf19.1277 CGDID:CAL0003022 COORDS:Ca21chr4_C_albicans_SC5314:1306454-1305276C, translated using codon table 12 (392 amino acids) Uncharacterized ORF; Protein of unknown function; Rgt1, Hap43-repressed; flow model biofilm induced; Spider biofilm	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	8728700	7472200	3996600	0	5821000	8525900	0	4684900	0	5890600	4079000	0	16214000	9483600	3879300	5041400			
orf19.1280	orf19.1280 SUI1 CGDID:CAL0003056 COORDS:Ca21chr5_C_albicans_SC5314:912410-912081C, translated using codon table 12 (109 amino acids) Uncharacterized ORF; Putative translation initiation factor; flucytosine induced; genes encoding ribosomal subunits, transl	5	6	5	5	5	7	6	5	6	6	7	6	5	6	6	6	5	6	5	5	5	7	6	5	6	6	7	6	5	6	6	6	393080000	544270000	864230000	590170000	377710000	458580000	520070000	480130000	363130000	690340000	662680000	593780000	420740000	604630000	582110000	924140000			
orf19.1282	orf19.1282 CKS1 CGDID:CAL0003060 COORDS:Ca21chr5_C_albicans_SC5314:909921-909613C, translated using codon table 12 (102 amino acids) Uncharacterized ORF; Protein of unknown function	3	2	4	4	4	5	3	3	3	3	4	4	4	3	4	2	3	2	4	4	4	5	3	3	3	3	4	4	4	3	4	2	112580000	70786000	173900000	85121000	122650000	144950000	74714000	87658000	99585000	117570000	120630000	86776000	128880000	124920000	121170000	82589000			
orf19.1285	orf19.1285 orf19.1285 CGDID:CAL0003062 COORDS:Ca21chr5_C_albicans_SC5314:899327-902122W, translated using codon table 12 (931 amino acids) Verified ORF; Plasma membrane-localized protein of unknown function; Hap43p-repressed gene	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	30331000	0	0	0	0	0	21109000	0	0	0	0	68282000	179310000	0	0	+		
orf19.1288	orf19.1288 FOX2 CGDID:CAL0003065 COORDS:Ca21chr3_C_albicans_SC5314:160696-157976C, translated using codon table 12 (906 amino acids) Verified ORF; 3-hydroxyacyl-CoA epimerase; fatty acid beta-oxidation; induced by phagocytosis; regulated by Mig1, by white-	0	0	6	8	0	0	1	1	0	1	0	2	0	0	6	5	0	0	6	8	0	0	1	1	0	1	0	2	0	0	6	5	0	0	97095000	138210000	0	0	11305000	5260200	0	9951600	0	13945000	0	0	89819000	55710000			
orf19.1290	orf19.1290 XKS1 CGDID:CAL0003100 COORDS:Ca21chr4_C_albicans_SC5314:1154756-1156606W, translated using codon table 12 (616 amino acids) Uncharacterized ORF; Putative xylulokinase; Hap43-repressed; induced by prostaglandins; rat catheter biofilm repressed	9	10	7	5	8	9	5	6	9	8	11	9	12	8	7	7	9	10	7	5	8	9	5	6	9	8	11	9	12	8	7	7	279910000	354730000	244900000	171640000	263330000	227280000	113810000	144910000	319390000	200870000	249700000	189110000	312870000	249860000	206110000	186180000			
orf19.1291	orf19.1291 ABZ1 CGDID:CAL0003102 COORDS:Ca21chr4_C_albicans_SC5314:1151753-1154221W, translated using codon table 12 (822 amino acids) Uncharacterized ORF; Protein of unknown function	0	1	1	2	2	2	1	1	1	0	0	1	0	0	2	1	0	1	1	2	2	2	1	1	1	0	0	1	0	0	2	1	0	24636000	24282000	30086000	251600000	224320000	15313000	6493500	26306000	0	0	5391300	0	0	28552000	16344000			
orf19.1295	orf19.1295 VAS1 CGDID:CAL0003105 COORDS:Ca21chr2_C_albicans_SC5314:1354350-1350991C, translated using codon table 12 (1119 amino acids) Uncharacterized ORF; Putative tRNA-Val synthetase; genes encoding ribosomal subunits, translation factors, and tRNA synt	3	5	6	16	5	2	11	9	2	5	8	11	3	4	7	5	3	5	6	16	5	2	11	9	2	5	8	11	3	4	7	5	35854000	44557000	72745000	275810000	65840000	40323000	97784000	79815000	21897000	57574000	59631000	98802000	40905000	39917000	75467000	48206000			
orf19.1299	orf19.1299 RPN6 CGDID:CAL0003109 COORDS:Ca21chr4_C_albicans_SC5314:802437-803744W, translated using codon table 12 (435 amino acids) Uncharacterized ORF; Putative 26S proteasome subunit; Hap43p-induced gene; regulated by Gcn2p and Gcn4p	0	0	0	0	4	4	1	1	4	5	1	0	1	1	0	0	0	0	0	0	4	4	1	1	4	5	1	0	1	1	0	0	0	0	0	0	38513000	41406000	0	5257700	38905000	59997000	5239900	0	0	5313800	0	0			
orf19.1301	orf19.1301 orf19.1301 CGDID:CAL0003699 COORDS:Ca21chr4_C_albicans_SC5314:800217-800711W, translated using codon table 12 (164 amino acids) Uncharacterized ORF; Protein of unknown function	5	4	6	5	7	5	5	7	5	8	5	5	6	4	5	5	5	4	6	5	7	5	5	7	5	8	5	5	6	4	5	5	92839000	63931000	90162000	72033000	135410000	135310000	92516000	133490000	124590000	181360000	76070000	72042000	141670000	102480000	67432000	86208000			
orf19.1304	orf19.1304 orf19.1304 CGDID:CAL0003704 COORDS:Ca21chr4_C_albicans_SC5314:795663-796577W, translated using codon table 12 (304 amino acids) Uncharacterized ORF; Protein of unknown function	1	1	3	3	0	0	1	1	1	1	2	1	0	0	1	1	1	1	3	3	0	0	1	1	1	1	2	1	0	0	1	1	8070400	9101700	55867000	40008000	0	0	25086000	18181000	10043000	10723000	30911000	22056000	0	0	33344000	40209000			
orf19.1309	orf19.1309 orf19.1309 CGDID:CAL0003711 COORDS:Ca21chr4_C_albicans_SC5314:787968-787555C, translated using codon table 12 (137 amino acids) Uncharacterized ORF; Protein of unknown function	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15873000	21584000	15487000	14297000	16400000	19108000	17967000	12825000	24603000	25436000	15852000	17593000	19256000	20738000	12535000	16035000			
orf19.1323	orf19.1323 orf19.1323 CGDID:CAL0003756 COORDS:Ca21chr4_C_albicans_SC5314:758543-760858W, translated using codon table 12 (771 amino acids) Uncharacterized ORF; Phosphorylated protein of unknown function; Hap43p-repressed gene	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3092100	0	0	0	0	0	0	0	0	0	+		
orf19.1336	orf19.1336 PUP3 CGDID:CAL0003796 COORDS:Ca21chr7_C_albicans_SC5314:745555-744935C, translated using codon table 12 (206 amino acids) Uncharacterized ORF; Putative beta 3 subunit of the 20S proteasome; macrophage/pseudohyphal-repressed	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	552250000	533540000	683090000	555240000	987680000	771890000	587220000	674590000	981760000	1111500000	581200000	542200000	627040000	638630000	424600000	550560000			
orf19.1338	orf19.1338 orf19.1338 CGDID:CAL0003798 COORDS:Ca21chr7_C_albicans_SC5314:743668-742574C, translated using codon table 12 (364 amino acids) Uncharacterized ORF; Protein of unknown function; possible COPI-coated vesicle, Golgi apparatus, ribosome localizatio	1	1	0	0	0	2	1	0	0	1	1	1	1	1	0	2	1	1	0	0	0	2	1	0	0	1	1	1	1	1	0	2	5203200	5713100	0	0	0	8556100	3544900	0	0	3466500	5298700	4511900	7642100	6996800	0	2443200			
orf19.1339	orf19.1339 CPY1 CGDID:CAL0003799 COORDS:Ca21chr7_C_albicans_SC5314:740688-742316W, translated using codon table 12 (542 amino acids) Uncharacterized ORF; Carboxypeptidase Y; transcript regulated at yeast-hypha transition or macrophage response; induced hum	3	5	5	5	6	4	2	2	4	6	5	4	3	2	4	2	3	5	5	5	6	4	2	2	4	6	5	4	3	2	4	2	143550000	251870000	122690000	230500000	364670000	407510000	96605000	155890000	460670000	463230000	303030000	189440000	130730000	157720000	214720000	104770000			
orf19.1340	orf19.1340 orf19.1340 CGDID:CAL0003819 COORDS:Ca21chr7_C_albicans_SC5314:739871-738942C, translated using codon table 12 (309 amino acids) Uncharacterized ORF; Putative aldose reductase; protein level decreases in stationary phase cultures; Spider biofilm 	3	3	0	1	7	6	4	2	5	9	5	3	3	3	2	3	3	3	0	1	7	6	4	2	5	9	5	3	3	3	2	3	51743000	41565000	0	24293000	166360000	103800000	67447000	24623000	138130000	195740000	47197000	29310000	22726000	41601000	28317000	53262000			
orf19.1342	orf19.1342 SHM1 CGDID:CAL0003822 COORDS:Ca21chr7_C_albicans_SC5314:737569-736088C, translated using codon table 12 (493 amino acids) Uncharacterized ORF; Mitochondrial serine hydroxymethyltransferase; complements the glycine auxotrophy of an S. cerevisiae 	22	18	20	17	20	19	20	19	23	21	17	20	21	22	20	18	22	18	20	17	20	19	20	19	23	21	17	20	21	22	20	18	3362499999.9999995	2509400000	1823199999.9999998	1610799999.9999998	3186399999.9999995	3049399999.9999995	3286399999.9999995	2366400000	3730199999.9999995	2699500000	2369700000	2488200000	3982999999.9999995	3394199999.9999995	1806099999.9999998	1727499999.9999998			
orf19.1354	orf19.1354 UCF1 CGDID:CAL0003857 COORDS:Ca21chr2_C_albicans_SC5314:1676610-1676005C, translated using codon table 12 (201 amino acids) Uncharacterized ORF; Upregulated by cAMP in filamentous growth; induced in high iron, decreased upon yeast-hypha switch; 	5	4	3	3	4	3	2	3	0	6	1	6	3	5	3	6	5	4	3	3	4	3	2	3	0	6	1	6	3	5	3	6	44336000	33033000	36445000	26377000	50968000	16405000	26775000	51802000	0	59194000	1533400	44210000	38287000	56701000	18966000	78478000			
orf19.1355	orf19.1355 orf19.1355 CGDID:CAL0003859 COORDS:Ca21chr2_C_albicans_SC5314:2039304-2038261C, translated using codon table 12 (347 amino acids) Uncharacterized ORF; Putative protein of unknown function; stationary phase enriched protein	4	4	9	8	3	0	2	6	0	5	4	6	0	3	7	9	4	4	9	8	3	0	2	6	0	5	4	6	0	3	7	9	47159000	51812000	454610000	472570000	52326000	0	42664000	161920000	0	123590000	64130000	133840000	0	61954000	217750000	369250000			
orf19.1359	orf19.1359 orf19.1359 CGDID:CAL0003865 COORDS:Ca21chr2_C_albicans_SC5314:2028114-2029865W, translated using codon table 12 (583 amino acids) Uncharacterized ORF; Protein of unknown function	0	1	0	0	1	0	1	0	1	1	1	3	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	3	0	0	1	0	0	0	0	0	0	0	9340900	0	0	0	0	10429000	0	0	0	0			
orf19.1361	orf19.1361 TIM23 CGDID:CAL0003881 COORDS:Ca21chr2_C_albicans_SC5314:2026312-2025656C, translated using codon table 12 (218 amino acids) Verified ORF; Protein involved in mitochondrial matrix protein import	0	0	0	0	1	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	3586000	0	0	0	0	5384000	0	3442600	7373600	17972000	0	0			
orf19.1362	orf19.1362 SMM1 CGDID:CAL0003882 COORDS:Ca21chr2_C_albicans_SC5314:2024187-2025488W, translated using codon table 12 (433 amino acids) Uncharacterized ORF; Putative dihydrouridine synthase; Hap43-induced gene; rat catheter biofilm induced; Spider biofilm i	0	0	2	1	0	0	0	1	0	0	0	2	0	0	1	1	0	0	2	1	0	0	0	1	0	0	0	2	0	0	1	1	0	0	20751000	5436200	0	0	0	8819100	0	0	0	12667000	0	0	14086000	0			
orf19.1374	orf19.1374 orf19.1374 CGDID:CAL0003910 COORDS:Ca21chr2_C_albicans_SC5314:1994421-1994993W, translated using codon table 12 (190 amino acids) Uncharacterized ORF; Protein of unknown function	1	1	2	2	3	4	2	2	2	4	1	2	4	2	2	3	1	1	2	2	3	4	2	2	2	4	1	2	4	2	2	3	60101000	40829000	52175000	34835000	105150000	129040000	49101000	68245000	67581000	120710000	39280000	43377000	105510000	69286000	52676000	74967000			
orf19.1375	orf19.1375 LEU42 CGDID:CAL0003911 COORDS:Ca21chr2_C_albicans_SC5314:1992242-1993957W, translated using codon table 12 (571 amino acids) Uncharacterized ORF; Putative alpha-isopropylmalate synthase; fungal-specific; induced by human blood or polymorphonucle	9	7	9	8	14	14	5	11	16	17	13	8	6	8	11	7	9	7	8	7	13	14	5	11	15	16	12	8	6	8	10	6	208680000	156410000	264090000	259900000	687560000	759510000	148780000	307340000	1034399999.9999999	752050000	465390000	207850000	97019000	193370000	266010000	175990000			
orf19.1376	orf19.1376 orf19.1376 CGDID:CAL0003912 COORDS:Ca21chr2_C_albicans_SC5314:1989931-1990818W, translated using codon table 12 (295 amino acids) Uncharacterized ORF; Protein of unknown function	4	3	2	1	3	4	4	5	2	2	3	3	5	5	2	1	4	3	2	1	3	4	4	5	2	2	3	3	5	5	2	1	65077000	46986000	18948000	9571700	34322000	78759000	136390000	167090000	63766000	31966000	50884000	51135000	174490000	129330000	12903000	1574400			
orf19.1378	orf19.1378 SUP35 CGDID:CAL0003914 COORDS:Ca21chr2_C_albicans_SC5314:1985719-1987884W, translated using codon table 12 (721 amino acids) Verified ORF; Translation factor eRF3; shows prion-like aggregation in some, not all, studies; partially complements S. 	5	6	3	5	5	6	6	8	4	7	7	8	6	6	6	6	5	6	3	5	5	6	6	8	4	7	7	8	6	6	6	6	69638000	78442000	39143000	28428000	72229000	105910000	65446000	118360000	45071000	95110000	77936000	83852000	77801000	75618000	51847000	78441000			
orf19.1388	orf19.1388 orf19.1388 CGDID:CAL0003945 COORDS:Ca21chr2_C_albicans_SC5314:1977755-1978411W, translated using codon table 12 (218 amino acids) Uncharacterized ORF; Putative 66S pre-ribosomal particle component; Hap43-induced; F-12/CO2 early biofilm induced	3	2	6	5	4	3	4	4	3	5	5	4	2	3	5	6	3	2	6	5	4	3	4	4	3	5	5	4	2	3	5	6	42190000	23364000	200230000	106190000	72149000	57860000	121670000	116450000	46019000	115200000	126480000	106800000	26654000	30183000	88638000	122470000			
